"active fibroblast","fibroblast","m1 macs","m1 ae","m1 de","m2","myoblast","myofibroblast","apop neutrophil","neutrophil","pax7+ ssc","res mac","senescent SSC","tick"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,2.0
7.0,25.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,0.0,3.0
13.0,25.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,0.0,4.0
14.0,25.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,5.0
17.0,25.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,14.0,14.0,0.0,6.0
19.0,25.0,8.0,0.0,8.0,0.0,0.0,0.0,1.0,2.0,15.0,14.0,0.0,7.0
19.0,25.0,10.0,0.0,10.0,0.0,0.0,0.0,1.0,2.0,16.0,14.0,0.0,8.0
20.0,25.0,12.0,0.0,10.0,0.0,0.0,0.0,1.0,9.0,16.0,14.0,0.0,9.0
21.0,25.0,12.0,0.0,12.0,0.0,0.0,0.0,3.0,13.0,20.0,19.0,0.0,10.0
22.0,25.0,14.0,0.0,14.0,0.0,0.0,0.0,5.0,14.0,20.0,26.0,0.0,11.0
23.0,25.0,17.0,0.0,17.0,0.0,0.0,0.0,9.0,12.0,20.0,35.0,0.0,12.0
24.0,26.0,19.0,0.0,19.0,0.0,0.0,0.0,11.0,18.0,20.0,42.0,0.0,13.0
27.0,28.0,19.0,0.0,19.0,0.0,0.0,0.0,13.0,21.0,20.0,38.0,0.0,14.0
27.0,28.0,20.0,0.0,19.0,0.0,0.0,0.0,13.0,25.0,21.0,51.0,0.0,15.0
27.0,28.0,21.0,0.0,21.0,0.0,0.0,0.0,16.0,25.0,21.0,38.0,0.0,16.0
28.0,29.0,24.0,0.0,24.0,0.0,0.0,0.0,21.0,27.0,22.0,39.0,0.0,17.0
31.0,32.0,27.0,0.0,24.0,0.0,0.0,0.0,23.0,18.0,23.0,52.0,0.0,18.0
34.0,34.0,27.0,0.0,27.0,0.0,0.0,0.0,19.0,19.0,23.0,40.0,0.0,19.0
37.0,38.0,29.0,0.0,29.0,0.0,0.0,0.0,23.0,20.0,24.0,39.0,0.0,20.0
37.0,39.0,30.0,0.0,29.0,0.0,0.0,0.0,27.0,22.0,25.0,52.0,0.0,21.0
37.0,39.0,30.0,0.0,30.0,0.0,0.0,0.0,22.0,27.0,26.0,54.0,0.0,22.0
42.0,42.0,31.0,0.0,31.0,0.0,0.0,0.0,21.0,32.0,26.0,54.0,0.0,23.0
42.0,42.0,34.0,0.0,34.0,0.0,0.0,0.0,22.0,31.0,26.0,55.0,0.0,24.0
43.0,43.0,36.0,0.0,34.0,0.0,0.0,0.0,27.0,31.0,28.0,57.0,0.0,25.0
43.0,44.0,36.0,0.0,36.0,0.0,0.0,0.0,27.0,34.0,28.0,54.0,0.0,26.0
44.0,45.0,39.0,0.0,39.0,0.0,0.0,0.0,29.0,33.0,29.0,44.0,0.0,27.0
45.0,46.0,40.0,0.0,39.0,0.0,0.0,0.0,29.0,32.0,32.0,57.0,0.0,28.0
46.0,47.0,40.0,0.0,40.0,0.0,0.0,0.0,31.0,30.0,34.0,61.0,0.0,29.0
47.0,48.0,42.0,0.0,42.0,0.0,1.0,0.0,35.0,30.0,35.0,55.0,0.0,30.0
49.0,50.0,45.0,0.0,42.0,0.0,1.0,0.0,30.0,32.0,35.0,68.0,0.0,31.0
52.0,53.0,47.0,0.0,47.0,0.0,2.0,0.0,37.0,28.0,36.0,68.0,0.0,32.0
56.0,56.0,50.0,0.0,50.0,0.0,2.0,0.0,32.0,33.0,37.0,68.0,0.0,33.0
58.0,58.0,53.0,0.0,50.0,0.0,2.0,0.0,28.0,33.0,40.0,65.0,0.0,34.0
56.0,56.0,55.0,1.0,53.0,0.0,2.0,0.0,24.0,34.0,41.0,65.0,0.0,35.0
56.0,56.0,55.0,1.0,54.0,0.0,2.0,0.0,20.0,36.0,41.0,60.0,0.0,36.0
56.0,56.0,55.0,1.0,54.0,1.0,2.0,0.0,21.0,32.0,41.0,60.0,0.0,37.0
57.0,57.0,58.0,1.0,57.0,1.0,2.0,0.0,17.0,39.0,44.0,57.0,0.0,38.0
58.0,58.0,61.0,2.0,59.0,1.0,2.0,0.0,22.0,35.0,45.0,60.0,0.0,39.0
56.0,56.0,63.0,2.0,61.0,1.0,2.0,0.0,28.0,31.0,49.0,53.0,0.0,40.0
59.0,59.0,64.0,2.0,61.0,1.0,2.0,0.0,28.0,29.0,50.0,66.0,0.0,41.0
58.0,58.0,65.0,2.0,63.0,1.0,2.0,0.0,33.0,29.0,50.0,53.0,0.0,42.0
55.0,55.0,65.0,2.0,63.0,1.0,2.0,0.0,33.0,31.0,50.0,66.0,0.0,43.0
48.0,48.0,64.0,2.0,62.0,1.0,2.0,0.0,38.0,32.0,52.0,47.0,0.0,44.0
34.0,34.0,66.0,2.0,64.0,1.0,2.0,0.0,33.0,32.0,53.0,49.0,0.0,45.0
23.0,23.0,67.0,2.0,65.0,1.0,2.0,0.0,38.0,31.0,53.0,48.0,0.0,46.0
19.0,19.0,68.0,2.0,65.0,1.0,2.0,0.0,29.0,34.0,56.0,61.0,0.0,47.0
21.0,21.0,65.0,2.0,63.0,1.0,2.0,0.0,31.0,31.0,56.0,53.0,0.0,48.0
20.0,20.0,65.0,2.0,63.0,1.0,2.0,0.0,29.0,28.0,58.0,56.0,0.0,49.0
19.0,19.0,66.0,2.0,63.0,1.0,2.0,0.0,29.0,28.0,59.0,59.0,0.0,50.0
19.0,19.0,66.0,2.0,64.0,1.0,2.0,0.0,36.0,23.0,60.0,61.0,0.0,51.0
18.0,18.0,68.0,3.0,65.0,1.0,2.0,0.0,35.0,20.0,63.0,51.0,0.0,52.0
16.0,16.0,66.0,3.0,63.0,1.0,4.0,0.0,29.0,25.0,64.0,51.0,0.0,53.0
15.0,15.0,63.0,3.0,60.0,1.0,4.0,0.0,29.0,28.0,64.0,52.0,0.0,54.0
16.0,16.0,64.0,3.0,61.0,1.0,4.0,0.0,28.0,31.0,64.0,54.0,0.0,55.0
15.0,15.0,64.0,3.0,61.0,1.0,4.0,0.0,32.0,29.0,67.0,67.0,0.0,56.0
14.0,14.0,63.0,3.0,60.0,1.0,4.0,0.0,31.0,29.0,68.0,63.0,0.0,57.0
14.0,14.0,61.0,4.0,57.0,1.0,4.0,0.0,28.0,31.0,69.0,45.0,0.0,58.0
12.0,12.0,62.0,4.0,57.0,1.0,4.0,0.0,28.0,33.0,70.0,58.0,0.0,59.0
10.0,10.0,62.0,4.0,58.0,1.0,4.0,0.0,32.0,33.0,70.0,56.0,0.0,60.0
10.0,10.0,63.0,5.0,58.0,1.0,4.0,0.0,28.0,35.0,70.0,56.0,0.0,61.0
9.0,9.0,61.0,5.0,56.0,1.0,4.0,0.0,33.0,31.0,71.0,42.0,0.0,62.0
10.0,10.0,64.0,5.0,56.0,1.0,4.0,0.0,37.0,26.0,71.0,55.0,0.0,63.0
9.0,9.0,64.0,6.0,58.0,1.0,5.0,0.0,36.0,29.0,71.0,50.0,0.0,64.0
11.0,11.0,64.0,7.0,57.0,1.0,5.0,0.0,31.0,30.0,71.0,37.0,0.0,65.0
11.0,11.0,64.0,7.0,57.0,1.0,5.0,0.0,31.0,33.0,72.0,50.0,0.0,66.0
13.0,13.0,63.0,7.0,56.0,1.0,5.0,0.0,27.0,35.0,73.0,52.0,0.0,67.0
12.0,12.0,62.0,7.0,55.0,1.0,5.0,0.0,29.0,33.0,73.0,33.0,0.0,68.0
12.0,12.0,64.0,7.0,55.0,1.0,5.0,0.0,30.0,30.0,75.0,46.0,0.0,69.0
11.0,11.0,63.0,7.0,57.0,2.0,5.0,0.0,22.0,27.0,75.0,38.0,0.0,70.0
12.0,12.0,64.0,7.0,57.0,2.0,5.0,0.0,21.0,29.0,75.0,51.0,0.0,71.0
14.0,14.0,63.0,7.0,57.0,2.0,6.0,0.0,21.0,31.0,75.0,41.0,0.0,72.0
14.0,14.0,61.0,7.0,55.0,2.0,6.0,0.0,24.0,35.0,75.0,42.0,0.0,73.0
13.0,13.0,61.0,7.0,55.0,2.0,6.0,0.0,21.0,36.0,74.0,55.0,0.0,74.0
12.0,12.0,58.0,7.0,53.0,3.0,6.0,0.0,18.0,41.0,75.0,45.0,0.0,75.0
11.0,11.0,57.0,7.0,52.0,3.0,6.0,0.0,19.0,43.0,75.0,32.0,0.0,76.0
8.0,8.0,57.0,7.0,52.0,3.0,6.0,0.0,18.0,45.0,75.0,27.0,0.0,77.0
10.0,10.0,57.0,8.0,50.0,3.0,6.0,0.0,23.0,47.0,76.0,21.0,0.0,78.0
9.0,9.0,59.0,10.0,50.0,3.0,6.0,0.0,25.0,43.0,77.0,14.0,0.0,79.0
9.0,9.0,61.0,10.0,50.0,3.0,7.0,0.0,32.0,32.0,79.0,14.0,0.0,80.0
9.0,9.0,59.0,11.0,47.0,3.0,7.0,0.0,28.0,30.0,79.0,8.0,0.0,81.0
10.0,10.0,61.0,12.0,47.0,3.0,8.0,0.0,27.0,32.0,79.0,6.0,0.0,82.0
11.0,11.0,62.0,14.0,46.0,2.0,8.0,0.0,22.0,37.0,80.0,6.0,0.0,83.0
8.0,8.0,65.0,14.0,46.0,2.0,8.0,0.0,18.0,45.0,80.0,6.0,0.0,84.0
9.0,9.0,65.0,16.0,47.0,2.0,8.0,0.0,15.0,40.0,80.0,6.0,0.0,85.0
10.0,10.0,67.0,16.0,46.0,2.0,8.0,0.0,15.0,32.0,80.0,5.0,0.0,86.0
12.0,12.0,66.0,16.0,45.0,3.0,9.0,0.0,14.0,28.0,80.0,5.0,0.0,87.0
12.0,12.0,69.0,16.0,45.0,3.0,9.0,0.0,14.0,23.0,80.0,5.0,0.0,88.0
13.0,13.0,65.0,16.0,42.0,5.0,9.0,0.0,13.0,16.0,80.0,5.0,0.0,89.0
12.0,12.0,67.0,16.0,41.0,5.0,10.0,0.0,14.0,11.0,80.0,5.0,0.0,90.0
11.0,11.0,68.0,16.0,41.0,5.0,10.0,0.0,12.0,10.0,81.0,5.0,0.0,91.0
12.0,12.0,64.0,16.0,39.0,7.0,10.0,0.0,9.0,7.0,81.0,5.0,0.0,92.0
14.0,14.0,61.0,16.0,36.0,8.0,10.0,0.0,9.0,7.0,82.0,5.0,0.0,93.0
17.0,17.0,62.0,16.0,36.0,8.0,10.0,0.0,9.0,7.0,83.0,5.0,0.0,94.0
18.0,18.0,61.0,16.0,34.0,9.0,10.0,0.0,7.0,6.0,84.0,5.0,0.0,95.0
18.0,18.0,60.0,16.0,34.0,10.0,10.0,0.0,5.0,4.0,84.0,5.0,0.0,96.0
18.0,18.0,60.0,16.0,34.0,10.0,10.0,0.0,5.0,4.0,84.0,5.0,0.0,97.0
18.0,18.0,59.0,16.0,34.0,13.0,10.0,0.0,6.0,3.0,84.0,5.0,0.0,98.0
17.0,17.0,62.0,16.0,34.0,13.0,10.0,0.0,6.0,2.0,84.0,5.0,0.0,99.0
19.0,19.0,64.0,16.0,34.0,13.0,10.0,0.0,6.0,1.0,84.0,5.0,0.0,100.0
17.0,17.0,65.0,16.0,33.0,14.0,12.0,0.0,3.0,1.0,84.0,5.0,0.0,101.0
16.0,16.0,64.0,16.0,33.0,17.0,12.0,0.0,2.0,0.0,84.0,5.0,0.0,102.0
16.0,16.0,60.0,16.0,30.0,19.0,12.0,0.0,1.0,0.0,84.0,5.0,0.0,103.0
15.0,15.0,60.0,16.0,30.0,19.0,13.0,0.0,1.0,0.0,84.0,5.0,0.0,104.0
15.0,15.0,54.0,16.0,25.0,21.0,14.0,0.0,1.0,0.0,85.0,5.0,0.0,105.0
14.0,14.0,55.0,16.0,24.0,22.0,15.0,0.0,1.0,0.0,85.0,5.0,0.0,106.0
15.0,15.0,52.0,16.0,22.0,24.0,15.0,0.0,1.0,0.0,86.0,5.0,0.0,107.0
14.0,14.0,51.0,16.0,20.0,25.0,16.0,0.0,1.0,0.0,87.0,5.0,0.0,108.0
15.0,15.0,50.0,16.0,19.0,28.0,17.0,0.0,1.0,0.0,88.0,5.0,0.0,109.0
14.0,14.0,50.0,16.0,17.0,29.0,16.0,0.0,1.0,0.0,88.0,5.0,0.0,110.0
14.0,14.0,49.0,16.0,15.0,29.0,16.0,0.0,1.0,0.0,87.0,5.0,0.0,111.0
14.0,14.0,51.0,16.0,15.0,30.0,16.0,0.0,0.0,0.0,87.0,5.0,0.0,112.0
13.0,13.0,50.0,16.0,13.0,32.0,16.0,0.0,0.0,0.0,87.0,5.0,0.0,113.0
14.0,14.0,50.0,16.0,11.0,33.0,15.0,0.0,0.0,0.0,86.0,5.0,0.0,114.0
15.0,15.0,45.0,16.0,9.0,37.0,14.0,0.0,0.0,0.0,85.0,5.0,0.0,115.0
16.0,16.0,42.0,16.0,9.0,40.0,15.0,0.0,0.0,0.0,85.0,5.0,0.0,116.0
15.0,15.0,44.0,16.0,9.0,41.0,15.0,0.0,0.0,0.0,85.0,5.0,0.0,117.0
14.0,15.0,38.0,15.0,7.0,45.0,15.0,0.0,0.0,0.0,85.0,5.0,0.0,118.0
15.0,16.0,31.0,14.0,6.0,49.0,16.0,0.0,0.0,0.0,85.0,5.0,0.0,119.0
16.0,17.0,31.0,14.0,6.0,50.0,17.0,0.0,0.0,0.0,85.0,5.0,0.0,120.0
15.0,16.0,27.0,14.0,5.0,53.0,17.0,0.0,0.0,0.0,85.0,5.0,0.0,121.0
17.0,18.0,27.0,14.0,5.0,53.0,17.0,0.0,0.0,0.0,84.0,5.0,0.0,122.0
17.0,18.0,21.0,14.0,4.0,56.0,17.0,0.0,0.0,0.0,82.0,5.0,0.0,123.0
17.0,18.0,22.0,14.0,4.0,56.0,17.0,0.0,0.0,0.0,80.0,5.0,0.0,124.0
16.0,17.0,22.0,14.0,4.0,57.0,17.0,0.0,0.0,0.0,78.0,5.0,0.0,125.0
17.0,18.0,24.0,14.0,4.0,58.0,18.0,0.0,0.0,0.0,76.0,5.0,0.0,126.0
18.0,19.0,22.0,14.0,2.0,58.0,18.0,0.0,0.0,0.0,76.0,5.0,0.0,127.0
19.0,20.0,18.0,14.0,0.0,59.0,17.0,0.0,0.0,0.0,74.0,5.0,0.0,128.0
19.0,20.0,16.0,14.0,0.0,59.0,19.0,0.0,0.0,0.0,74.0,5.0,0.0,129.0
19.0,20.0,16.0,14.0,0.0,59.0,17.0,0.0,0.0,0.0,71.0,5.0,0.0,130.0
19.0,20.0,16.0,13.0,0.0,59.0,15.0,0.0,0.0,0.0,68.0,5.0,0.0,131.0
19.0,20.0,16.0,13.0,0.0,59.0,13.0,0.0,0.0,0.0,66.0,5.0,0.0,132.0
19.0,20.0,16.0,13.0,0.0,60.0,11.0,0.0,0.0,0.0,64.0,5.0,0.0,133.0
19.0,20.0,16.0,13.0,0.0,63.0,12.0,0.0,0.0,0.0,64.0,5.0,0.0,134.0
19.0,20.0,18.0,13.0,0.0,64.0,11.0,0.0,0.0,0.0,63.0,5.0,0.0,135.0
21.0,22.0,19.0,13.0,0.0,61.0,10.0,0.0,0.0,0.0,62.0,5.0,0.0,136.0
22.0,23.0,18.0,12.0,0.0,61.0,11.0,0.0,0.0,0.0,61.0,5.0,0.0,137.0
22.0,23.0,17.0,12.0,0.0,58.0,9.0,0.0,0.0,0.0,59.0,5.0,0.0,138.0
22.0,23.0,16.0,12.0,0.0,59.0,10.0,0.0,0.0,0.0,56.0,5.0,0.0,139.0
23.0,24.0,17.0,12.0,0.0,61.0,10.0,0.0,0.0,0.0,55.0,5.0,0.0,140.0
24.0,25.0,16.0,12.0,0.0,62.0,10.0,0.0,0.0,0.0,55.0,5.0,0.0,141.0
24.0,25.0,14.0,12.0,0.0,59.0,12.0,0.0,0.0,0.0,55.0,5.0,0.0,142.0
25.0,26.0,15.0,12.0,0.0,60.0,14.0,0.0,0.0,0.0,52.0,5.0,0.0,143.0
26.0,27.0,14.0,12.0,0.0,62.0,17.0,0.0,0.0,0.0,51.0,5.0,0.0,144.0
26.0,27.0,13.0,11.0,0.0,63.0,17.0,0.0,0.0,0.0,50.0,5.0,0.0,145.0
26.0,27.0,13.0,10.0,0.0,61.0,18.0,0.0,0.0,0.0,49.0,5.0,0.0,146.0
28.0,29.0,13.0,10.0,0.0,58.0,17.0,0.0,0.0,0.0,48.0,5.0,0.0,147.0
28.0,29.0,13.0,10.0,0.0,59.0,16.0,0.0,0.0,0.0,45.0,5.0,0.0,148.0
28.0,29.0,13.0,9.0,0.0,60.0,17.0,0.0,0.0,0.0,42.0,5.0,0.0,149.0
28.0,29.0,12.0,9.0,0.0,59.0,15.0,0.0,0.0,0.0,40.0,5.0,0.0,150.0
29.0,30.0,11.0,9.0,0.0,59.0,16.0,0.0,0.0,0.0,38.0,5.0,0.0,151.0
29.0,31.0,11.0,9.0,0.0,60.0,14.0,0.0,0.0,0.0,35.0,5.0,0.0,152.0
29.0,31.0,9.0,9.0,0.0,63.0,14.0,0.0,0.0,0.0,33.0,5.0,0.0,153.0
30.0,32.0,8.0,9.0,0.0,65.0,11.0,0.0,0.0,0.0,30.0,5.0,0.0,154.0
32.0,34.0,5.0,9.0,0.0,63.0,9.0,0.0,0.0,0.0,28.0,5.0,0.0,155.0
34.0,36.0,6.0,9.0,0.0,64.0,8.0,0.0,0.0,0.0,27.0,5.0,0.0,156.0
33.0,36.0,5.0,9.0,0.0,61.0,5.0,0.0,0.0,0.0,24.0,5.0,0.0,157.0
34.0,37.0,5.0,7.0,0.0,58.0,4.0,0.0,0.0,0.0,22.0,5.0,0.0,158.0
34.0,37.0,5.0,7.0,0.0,57.0,3.0,0.0,0.0,0.0,21.0,5.0,0.0,159.0
35.0,38.0,5.0,7.0,0.0,55.0,6.0,0.0,0.0,0.0,27.0,5.0,0.0,160.0
37.0,40.0,4.0,7.0,0.0,55.0,3.0,0.0,0.0,0.0,24.0,5.0,0.0,161.0
39.0,42.0,4.0,7.0,0.0,55.0,4.0,0.0,0.0,0.0,24.0,5.0,0.0,162.0
39.0,42.0,4.0,6.0,0.0,52.0,4.0,0.0,0.0,0.0,24.0,5.0,0.0,163.0
42.0,45.0,4.0,5.0,0.0,49.0,3.0,0.0,0.0,0.0,23.0,5.0,0.0,164.0
41.0,45.0,4.0,4.0,0.0,48.0,3.0,0.0,0.0,0.0,23.0,5.0,0.0,165.0
41.0,45.0,3.0,3.0,0.0,46.0,3.0,0.0,0.0,0.0,24.0,5.0,0.0,166.0
42.0,46.0,3.0,3.0,0.0,46.0,3.0,0.0,0.0,0.0,24.0,5.0,0.0,167.0
42.0,47.0,3.0,3.0,0.0,46.0,3.0,0.0,0.0,0.0,24.0,5.0,0.0,168.0
43.0,48.0,2.0,2.0,0.0,44.0,3.0,0.0,0.0,0.0,24.0,5.0,0.0,169.0
44.0,49.0,2.0,2.0,0.0,44.0,2.0,0.0,0.0,0.0,23.0,5.0,0.0,170.0
44.0,49.0,2.0,2.0,0.0,44.0,2.0,0.0,0.0,0.0,23.0,5.0,0.0,171.0
44.0,49.0,2.0,1.0,0.0,43.0,2.0,0.0,0.0,0.0,23.0,5.0,0.0,172.0
44.0,49.0,2.0,1.0,0.0,43.0,1.0,0.0,0.0,0.0,22.0,5.0,0.0,173.0
46.0,51.0,2.0,1.0,0.0,42.0,2.0,0.0,0.0,0.0,22.0,5.0,0.0,174.0
47.0,52.0,2.0,1.0,0.0,38.0,2.0,0.0,0.0,0.0,22.0,5.0,0.0,175.0
46.0,52.0,2.0,1.0,0.0,38.0,2.0,0.0,0.0,0.0,22.0,5.0,0.0,176.0
47.0,53.0,2.0,1.0,0.0,35.0,4.0,0.0,0.0,0.0,22.0,5.0,0.0,177.0
49.0,55.0,2.0,1.0,0.0,35.0,4.0,0.0,0.0,0.0,22.0,5.0,0.0,178.0
51.0,57.0,2.0,1.0,0.0,35.0,6.0,0.0,0.0,0.0,22.0,5.0,0.0,179.0
51.0,57.0,2.0,1.0,0.0,33.0,6.0,0.0,0.0,0.0,21.0,5.0,0.0,180.0
55.0,61.0,2.0,1.0,0.0,33.0,6.0,0.0,0.0,0.0,21.0,5.0,0.0,181.0
57.0,63.0,2.0,1.0,0.0,29.0,6.0,0.0,0.0,0.0,21.0,5.0,0.0,182.0
57.0,63.0,2.0,1.0,0.0,29.0,5.0,0.0,0.0,0.0,20.0,5.0,0.0,183.0
58.0,64.0,2.0,0.0,0.0,25.0,4.0,0.0,0.0,0.0,19.0,5.0,0.0,184.0
59.0,65.0,1.0,0.0,0.0,21.0,4.0,0.0,0.0,0.0,19.0,5.0,0.0,185.0
62.0,68.0,1.0,0.0,0.0,21.0,4.0,0.0,0.0,0.0,19.0,5.0,0.0,186.0
63.0,69.0,1.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,19.0,5.0,0.0,187.0
65.0,71.0,1.0,0.0,0.0,18.0,5.0,0.0,0.0,0.0,19.0,5.0,0.0,188.0
65.0,71.0,1.0,0.0,0.0,16.0,5.0,0.0,0.0,0.0,19.0,5.0,0.0,189.0
65.0,71.0,1.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,20.0,5.0,0.0,190.0
66.0,72.0,1.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,20.0,5.0,0.0,191.0
67.0,73.0,1.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,20.0,5.0,0.0,192.0
67.0,73.0,1.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,20.0,5.0,0.0,193.0
67.0,73.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,20.0,5.0,0.0,194.0
69.0,75.0,1.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,19.0,5.0,0.0,195.0
69.0,75.0,1.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,20.0,5.0,0.0,196.0
69.0,75.0,1.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,20.0,5.0,0.0,197.0
69.0,75.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,19.0,5.0,0.0,198.0
69.0,75.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,19.0,5.0,0.0,199.0
69.0,75.0,1.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,19.0,5.0,0.0,200.0
70.0,76.0,1.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,20.0,5.0,0.0,201.0
70.0,76.0,1.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,20.0,5.0,0.0,202.0
71.0,77.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,20.0,5.0,0.0,203.0
71.0,77.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,20.0,5.0,0.0,204.0
71.0,77.0,2.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,20.0,5.0,0.0,205.0
72.0,78.0,1.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,19.0,5.0,0.0,206.0
72.0,79.0,3.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,20.0,5.0,0.0,207.0
73.0,80.0,3.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,21.0,5.0,0.0,208.0
73.0,80.0,3.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,21.0,5.0,0.0,209.0
73.0,80.0,3.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,21.0,5.0,0.0,210.0
73.0,80.0,3.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,20.0,5.0,0.0,211.0
73.0,80.0,3.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,21.0,5.0,0.0,212.0
72.0,80.0,3.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,21.0,5.0,0.0,213.0
72.0,80.0,4.0,0.0,0.0,16.0,5.0,0.0,0.0,0.0,21.0,5.0,0.0,214.0
72.0,80.0,4.0,0.0,0.0,18.0,5.0,0.0,0.0,0.0,21.0,5.0,0.0,215.0
72.0,80.0,5.0,0.0,0.0,20.0,4.0,0.0,0.0,0.0,21.0,5.0,0.0,216.0
72.0,80.0,4.0,0.0,0.0,21.0,4.0,0.0,0.0,0.0,21.0,5.0,0.0,217.0
72.0,80.0,5.0,0.0,0.0,23.0,4.0,0.0,0.0,0.0,21.0,5.0,0.0,218.0
72.0,80.0,5.0,0.0,0.0,23.0,4.0,0.0,0.0,0.0,21.0,5.0,0.0,219.0
72.0,80.0,4.0,0.0,0.0,25.0,4.0,0.0,0.0,0.0,21.0,5.0,0.0,220.0
72.0,80.0,4.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,21.0,5.0,0.0,221.0
72.0,80.0,3.0,0.0,0.0,26.0,5.0,0.0,0.0,0.0,21.0,5.0,0.0,222.0
72.0,80.0,3.0,0.0,0.0,27.0,5.0,0.0,0.0,0.0,21.0,5.0,0.0,223.0
72.0,80.0,3.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,21.0,5.0,0.0,224.0
72.0,80.0,3.0,0.0,0.0,33.0,4.0,0.0,0.0,0.0,20.0,5.0,0.0,225.0
72.0,80.0,4.0,0.0,0.0,35.0,4.0,0.0,0.0,0.0,20.0,5.0,0.0,226.0
72.0,80.0,2.0,0.0,0.0,38.0,4.0,0.0,0.0,0.0,20.0,5.0,0.0,227.0
72.0,80.0,2.0,0.0,0.0,38.0,4.0,0.0,0.0,0.0,20.0,5.0,0.0,228.0
73.0,81.0,2.0,0.0,0.0,38.0,4.0,0.0,0.0,0.0,20.0,5.0,0.0,229.0
73.0,81.0,2.0,0.0,0.0,38.0,4.0,0.0,0.0,0.0,20.0,5.0,0.0,230.0
74.0,82.0,2.0,0.0,0.0,38.0,4.0,0.0,0.0,0.0,20.0,5.0,0.0,231.0
75.0,83.0,2.0,0.0,0.0,38.0,4.0,0.0,0.0,0.0,20.0,5.0,0.0,232.0
75.0,83.0,2.0,0.0,0.0,38.0,3.0,0.0,0.0,0.0,19.0,5.0,0.0,233.0
75.0,83.0,2.0,0.0,0.0,38.0,3.0,0.0,0.0,0.0,19.0,5.0,0.0,234.0
75.0,83.0,2.0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,19.0,5.0,0.0,235.0
75.0,83.0,2.0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,19.0,5.0,0.0,236.0
75.0,83.0,2.0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,19.0,5.0,0.0,237.0
76.0,84.0,2.0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,19.0,5.0,0.0,238.0
76.0,84.0,2.0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,19.0,5.0,0.0,239.0
75.0,84.0,2.0,0.0,0.0,37.0,2.0,0.0,0.0,0.0,19.0,5.0,0.0,240.0
75.0,84.0,2.0,0.0,0.0,37.0,2.0,0.0,0.0,0.0,19.0,5.0,0.0,241.0
75.0,84.0,2.0,0.0,0.0,35.0,2.0,0.0,0.0,0.0,19.0,5.0,0.0,242.0
75.0,85.0,2.0,0.0,0.0,33.0,2.0,0.0,0.0,0.0,19.0,5.0,0.0,243.0
75.0,85.0,1.0,0.0,0.0,34.0,2.0,0.0,0.0,0.0,19.0,5.0,0.0,244.0
75.0,85.0,1.0,0.0,0.0,33.0,2.0,0.0,0.0,0.0,19.0,5.0,0.0,245.0
77.0,87.0,1.0,0.0,0.0,31.0,4.0,0.0,0.0,0.0,19.0,5.0,0.0,246.0
77.0,88.0,1.0,0.0,0.0,30.0,4.0,0.0,0.0,0.0,19.0,5.0,0.0,247.0
77.0,88.0,1.0,0.0,0.0,29.0,4.0,0.0,0.0,0.0,19.0,5.0,0.0,248.0
