"total size","ECM","fibers","necrosis","tick"
13722.0,3747.0,9103.0,872.0,605.0
13721.0,3747.0,9102.0,872.0,606.0
13722.0,3747.0,9103.0,872.0,607.0
13722.0,3747.0,9103.0,872.0,608.0
13722.0,3746.0,9104.0,872.0,609.0
13725.0,3745.0,9108.0,872.0,610.0
13723.0,3745.0,9106.0,872.0,611.0
13724.0,3750.0,9102.0,872.0,612.0
13724.0,3750.0,9102.0,872.0,613.0
13724.0,3749.0,9103.0,872.0,614.0
13724.0,3747.0,9105.0,872.0,615.0
13725.0,3746.0,9107.0,872.0,616.0
13727.0,3748.0,9107.0,872.0,617.0
13727.0,3746.0,9109.0,872.0,618.0
13727.0,3746.0,9109.0,872.0,619.0
13727.0,3745.0,9110.0,872.0,620.0
13727.0,3743.0,9112.0,872.0,621.0
13727.0,3741.0,9114.0,872.0,622.0
13727.0,3740.0,9115.0,872.0,623.0
13727.0,3740.0,9115.0,872.0,624.0
13727.0,3739.0,9116.0,872.0,625.0
13742.0,3754.0,9116.0,872.0,626.0
13739.0,3748.0,9119.0,872.0,627.0
13739.0,3747.0,9120.0,872.0,628.0
13739.0,3746.0,9121.0,872.0,629.0
13739.0,3745.0,9122.0,872.0,630.0
13739.0,3745.0,9122.0,872.0,631.0
13739.0,3745.0,9122.0,872.0,632.0
13739.0,3745.0,9122.0,872.0,633.0
13739.0,3745.0,9122.0,872.0,634.0
13739.0,3745.0,9122.0,872.0,635.0
13739.0,3744.0,9123.0,872.0,636.0
13740.0,3751.0,9117.0,872.0,637.0
13740.0,3751.0,9117.0,872.0,638.0
13740.0,3751.0,9117.0,872.0,639.0
13740.0,3749.0,9119.0,872.0,640.0
13740.0,3749.0,9119.0,872.0,641.0
13740.0,3749.0,9119.0,872.0,642.0
13740.0,3747.0,9121.0,872.0,643.0
13740.0,3747.0,9121.0,872.0,644.0
13740.0,3746.0,9122.0,872.0,645.0
13741.0,3746.0,9123.0,872.0,646.0
13741.0,3745.0,9124.0,872.0,647.0
13742.0,3747.0,9123.0,872.0,648.0
13743.0,3747.0,9124.0,872.0,649.0
13750.0,3755.0,9123.0,872.0,650.0
13747.0,3752.0,9123.0,872.0,651.0
13747.0,3752.0,9123.0,872.0,652.0
13747.0,3752.0,9123.0,872.0,653.0
13747.0,3752.0,9123.0,872.0,654.0
13747.0,3752.0,9123.0,872.0,655.0
13747.0,3751.0,9124.0,872.0,656.0
13747.0,3751.0,9124.0,872.0,657.0
13747.0,3751.0,9124.0,872.0,658.0
13747.0,3751.0,9124.0,872.0,659.0
13748.0,3747.0,9129.0,872.0,660.0
13748.0,3743.0,9133.0,872.0,661.0
13748.0,3740.0,9136.0,872.0,662.0
13749.0,3745.0,9132.0,872.0,663.0
13749.0,3743.0,9134.0,872.0,664.0
13751.0,3743.0,9136.0,872.0,665.0
13751.0,3741.0,9138.0,872.0,666.0
13751.0,3739.0,9140.0,872.0,667.0
13751.0,3738.0,9141.0,872.0,668.0
13752.0,3740.0,9140.0,872.0,669.0
13751.0,3738.0,9141.0,872.0,670.0
13751.0,3737.0,9142.0,872.0,671.0
13751.0,3737.0,9142.0,872.0,672.0
